subgroup_type,subgroup_value,wave_year,metric,estimate,std.error,ci_low,ci_high,effective_n,n,status
urban_rural,rural,2010,rank_rank_slope,0.1473813799061839,0.03920176723427995,0.07036944870622527,0.22439331110614255,492.1722502711382,526,ok
urban_rural,urban,2010,rank_rank_slope,0.1724213278149894,0.05494783609943199,0.06420583047228796,0.28063682515769084,233.14432353305702,254,ok
urban_rural,rural,2016,rank_rank_slope,0.309888437731632,0.03544174311236618,0.2403002199783406,0.3794766554849234,523.0546439053011,683,ok
urban_rural,urban,2016,rank_rank_slope,0.30273666810776906,0.04130130052959015,0.2215911836440818,0.3838821525714563,380.91222281304493,502,ok
urban_rural,rural,2022,rank_rank_slope,0.19162960205978502,0.037456288340711984,0.11803447239379397,0.2652247317257761,235.85258958457604,491,ok
urban_rural,urban,2022,rank_rank_slope,0.36114150171126036,0.04656782554829619,0.26947823568844553,0.4528047677340752,166.74314773666006,285,ok
urban_rural,rural,2010,upward_mobility_rate,0.30396436905161794,0.02073330390065945,0.2633278401258016,0.34460089797743426,492.1722502711382,526,ok
urban_rural,rural,2010,downward_mobility_rate,0.2688361024738015,0.019984468529421484,0.2296672639059613,0.3080049410416418,492.1722502711382,526,ok
urban_rural,rural,2010,persistence_probability,0.42719952847458054,0.022297619695674672,0.3834969969300872,0.47090206001907386,492.1722502711382,526,ok
urban_rural,urban,2010,upward_mobility_rate,0.27838562303698905,0.029353748371619273,0.22085333341736402,0.3359179126566141,233.14432353305702,254,ok
urban_rural,urban,2010,downward_mobility_rate,0.25746547038138823,0.028635541519226686,0.20134084032590255,0.3135901004368739,233.14432353305702,254,ok
urban_rural,urban,2010,persistence_probability,0.4641489065816227,0.03266166375240678,0.40013322195174805,0.5281645912114974,233.14432353305702,254,ok
urban_rural,rural,2016,upward_mobility_rate,0.250025544080936,0.01893397917703365,0.21291562680991874,0.28713546135195334,523.0546439053011,683,ok
urban_rural,rural,2016,downward_mobility_rate,0.19277669526820548,0.017248470097959698,0.15897031508778842,0.22658307544862255,523.0546439053011,683,ok
urban_rural,rural,2016,persistence_probability,0.5571977606508585,0.021718811412486026,0.5146296724953684,0.5997658488063485,523.0546439053011,683,ok
urban_rural,urban,2016,upward_mobility_rate,0.26109627600897123,0.022505144829605448,0.21698700267608675,0.30520554934185573,380.91222281304493,502,ok
urban_rural,urban,2016,downward_mobility_rate,0.17107785806395856,0.019294846061482688,0.133260654696208,0.20889506143170913,380.91222281304493,502,ok
urban_rural,urban,2016,persistence_probability,0.5678258659270703,0.025381922683514836,0.518078211609001,0.6175735202451396,380.91222281304493,502,ok
urban_rural,rural,2022,upward_mobility_rate,0.27082609369567584,0.028936132724017523,0.2141123157047306,0.3275398716866211,235.85258958457604,491,ok
urban_rural,rural,2022,downward_mobility_rate,0.08798676226282208,0.018445435563535693,0.051834372879137856,0.1241391516465063,235.85258958457604,491,ok
urban_rural,rural,2022,persistence_probability,0.641187144041502,0.03123245162954119,0.5799726636987119,0.7024016243842921,235.85258958457604,491,ok
urban_rural,urban,2022,upward_mobility_rate,0.20351141918394042,0.03117885558407027,0.14240198515998714,0.2646208532078937,166.74314773666006,285,ok
urban_rural,urban,2022,downward_mobility_rate,0.0695993749987207,0.01970668926524802,0.030974973784312486,0.1082237762131289,166.74314773666006,285,ok
urban_rural,urban,2022,persistence_probability,0.726889205817339,0.03450480239141532,0.6592610358364934,0.7945173757981845,166.74314773666006,285,ok
